"PC1","PC2","PC3","poplabel"
-0.00565417913586043,-0.0232115483817146,0.00186095584961404,6
-0.00630698189040427,-0.0235327218756197,0.00297311508832271,6
-0.006281741159953,-0.0236745210078234,0.000702158822143761,6
-0.00905696153605744,-0.0226610369259332,-0.00288693905761896,6
-0.00887886611059088,-0.0223793075356209,-0.00210090791436426,6
-0.00933317361451459,-0.0225564959501751,-0.0025819279793751,6
-0.00941308884446964,-0.0222674887295154,-0.00316001698770576,6
0.0227247371928712,0.0152873826621107,-0.027111014658418,3
0.0230868502884937,0.0146207447718339,-0.0277210077965103,3
0.0237700770877546,0.0151153742770298,-0.0275165088927491,3
0.0244088838860957,0.0154761621821967,-0.027247079690472,3
0.0228528742418237,0.0106974182630904,-0.0124779310931347,2
-0.0154934713007381,-0.00960656494182306,-0.00254135903882466,0
-0.0149264556485126,-0.0102532876416675,-0.000750313783891509,0
-0.0144133453989791,-0.0122552605548295,-0.00317077317900579,0
-0.0140178228353221,-0.0124493594975155,-0.00443103366916424,0
-0.0140529312823123,-0.012477213151687,-0.00400314039643899,0
-0.0138334056604965,-0.0138369318046877,-0.0040908788858776,0
-0.0141724875760759,-0.0128433328777221,-0.00210971470472185,0
-0.0161667174371638,-0.0113947970071162,-0.0018561732795719,0
-0.014699083670139,-0.0118466718394329,-0.00230127364409239,0
-0.0365844249758181,0.0351004213673721,0.000761108645930789,0
0.0317377008122007,0.0175353583694125,0.0266024545220228,2
0.0321857929473539,0.0170694132672098,0.0263918483313586,2
-0.00362552258400826,-0.0224915108649285,0.00465915140542699,6
-0.00415897272735104,-0.0227726188353104,0.00406400214938907,6
-0.00446588949681586,-0.0226444651756202,0.003569802890729,6
-0.00465193514828592,-0.0223193171944987,0.00567970694032778,6
-0.00451254453453468,-0.0227222156263011,0.00312265562512064,6
-0.0251442929132178,0.00836317205675181,-0.00297623000920403,0
-0.0249846067234944,0.00702018189840388,-0.00246883912445167,0
-0.0247453437102469,0.00715927689923915,-0.0022266279871507,0
-0.00853827695292377,-0.022163969798128,-0.00237320971846109,6
-0.0069743854146775,-0.0201428780123914,-0.00286659333645419,6
-0.0080956298260808,-0.0218130786306361,-0.00181422496047765,6
-0.00749625432208992,-0.0215761880926085,-9.47729885524805e-05,6
-0.0306917669883851,0.0220954517242912,-0.00174732072847936,0
-0.00687666090367782,-0.022150339127418,0.000489570202046749,6
-0.00680348512688638,-0.0232632186904785,0.000165582218162185,6
-0.00776018069994596,-0.0237776737443285,4.25750317423428e-05,6
-0.00812557595787106,-0.023042690075001,-0.000159321497053462,6
-0.0078036318390435,-0.0240167542436257,0.00198365695426816,6
-0.00770579133254283,-0.0242306788665686,-0.000354909452240931,6
-0.00777581575677791,-0.0239091284287991,8.64460977513074e-05,6
-0.00571113417892419,-0.0234945143517656,0.00278318251809391,6
-0.00603060174159115,-0.0234562015392132,0.0039706899527675,6
-0.00662185580583106,-0.0247765849255202,0.00294332166125077,6
-0.00617885727144488,-0.0240481570273272,0.00411176809969235,6
-0.00649365569340203,-0.0236163857020602,0.00272790358236529,6
-0.000731033744442508,-0.0199413470886495,0.00488393585716231,6
-0.00273296285952173,-0.0217280021667379,0.00444779533074183,6
-0.00155285648717565,-0.019677492460023,0.00352989998155895,6
-0.00548872836784481,-0.0240335158336954,0.00404654685229311,6
-0.00690098277162295,-0.0238766937424554,0.00279052967170867,6
-0.00242378221016224,-0.0202099213213287,0.00319258457410875,6
-0.00865237248150356,-0.0219315267795622,0.00131364903321623,6
-0.00819931749564553,-0.0231215271851321,-0.000567292547505472,6
-0.00762936434860151,-0.0231791444372067,0.00137556553869472,6
-0.00822808306829464,-0.0234197751961063,0.00210093253190134,6
-0.00809781449590716,-0.0239035020370816,0.00204852633041444,6
-0.00791380217862563,-0.0248605996610763,0.000809319309706447,6
-0.00754440821973573,-0.023534066234992,0.00147425715751555,6
-0.00805125650211942,-0.0231269095270586,0.00111982856929865,6
-0.00802026937053727,-0.0230129155506705,0.00144316898989084,6
0.028408369388778,0.0191536888156687,-0.0299102673303382,3
0.0296396536083402,0.0211418189904625,-0.0319956131927605,3
0.0301821510360054,0.0211461477504069,-0.0313897051760205,3
-0.00772153364513062,-0.0242790022385648,0.000717429771138129,6
-0.0080691384182544,-0.0224986255162931,0.00133972293458946,6
-0.00790889248339794,-0.0235436811530568,0.000432183468110913,6
-0.00778748158837456,-0.0218995321606374,0.00152002706756309,6
-0.00799305833253531,-0.0227826778520767,0.00103194199449966,6
-0.00814390400395381,-0.022944360731465,0.000505221645287227,6
-0.00781805166177662,-0.022530342752112,0.000583930307941187,6
-0.00775973753097925,-0.0236934607085257,0.000662918898807555,6
-0.00767018929365463,-0.023392518314738,-7.88736261968313e-05,6
-0.00826140677543013,-0.022957613328118,0.00283361979023268,6
-0.00753413287091507,-0.0239686183558786,0.000848834385899436,6
-0.00809254078312572,-0.0230321136851065,0.00202633784059204,6
-0.00912611369997406,-0.020476590131039,5.51280721621665e-07,6
-0.00824613739504635,-0.0227560232581275,3.47120360573751e-05,6
-0.00726517635203865,-0.0250690275609337,0.00154250774628764,6
-0.00867286617083254,-0.0226759760363709,-0.000150984680902211,6
-0.00769676428002889,-0.0238368488482376,0.000996482975756319,6
-0.00871734694587901,-0.0238509287793322,0.00240334110698519,6
-0.00803311144540285,-0.0232471754986955,0.0012852211050802,6
0.0294402077205081,0.0199186814745505,-0.0330121790921102,3
0.0290487632022123,0.0200753955071466,-0.0326446321534701,3
-0.00903296734750723,-0.0236857394380765,0.00173502789518109,6
-0.0434401191955904,0.0432476792375735,0.00269907634913993,0
-0.0430317372198821,0.0434896660795291,0.0026561800741455,0
-0.0431098926634983,0.042644730719989,0.00273457514325618,0
0.00295061207093964,-0.00646453206707999,-0.0066840901370029,5
0.00352590235586747,-0.0044770268199052,-0.00740395393707833,5
0.00418129272020056,-0.00473520644932621,-0.00763482483761972,5
0.00422090587959306,-0.00475317530989964,-0.00710354483512124,5
-0.0439729621620748,0.0446113517329914,0.00298466703406998,0
-0.0439289949152312,0.0444391707608268,0.00272283165369091,0
0.00615215576390774,-0.00222812935856803,-0.0079393413404073,5
0.0065384312246009,-0.00104842001244603,-0.0107277664830839,5
-0.0441494797860855,0.0446521981726131,0.00336076825929062,0
-0.0439535890579901,0.044862975741008,0.0035073135343488,0
-0.0439392920446673,0.0442146699754336,0.00390023366400562,0
-0.0444935705056479,0.0451725424399025,0.00327638346270854,0
-0.0440969812978915,0.0446441262345892,0.00364884052512411,0
-0.0437647272472617,0.0445099592597999,0.00267840569255291,0
0.00582300322387303,-0.00127176207595845,-0.0106226936705047,5
-0.00369220087738204,-0.0136370954274274,-0.00185076450771293,5
-0.00279489241907573,-0.0132018887996001,-0.00144424196982574,5
-0.0030001104630014,-0.0148636489231786,-0.00315208738229,5
-0.00363589772108343,-0.0145457369645011,-0.00180070378980544,5
-0.00543491272624119,-0.013384894283611,-0.00316088774441591,5
-0.00302125274573041,-0.0150733078813047,-0.00146314215392175,5
-0.00364270031193683,-0.0141527919480073,-0.00124242564441785,5
-0.00351116900734728,-0.0128305027998006,-0.00227924589965851,5
-0.00279700025793635,-0.0113207326046902,-0.00399295778606013,5
-0.00342941475305805,-0.0150273862317252,-0.00131985784773925,5
-0.00388663054312577,-0.0139010722509273,-0.00279916782697584,5
-0.00408049450452751,-0.0164596132577709,-0.00107175288319496,5
-0.00242988512522393,-0.0136716153177012,-0.00308559071954987,5
-0.00411954166803381,-0.0153705990271534,-0.00146539545179145,5
-0.00119364347158697,-0.0127789806638154,-0.00376333350684585,5
-0.00372393988193033,-0.0153830677139743,-0.00312201520437847,5
-0.00427951679973181,-0.0147951880299347,-0.00222366533669254,5
-0.00364375454135595,-0.0154664102382155,-0.0020880104188875,5
-0.00283847062428696,-0.0115940192266042,-0.00305947880778021,5
-0.00274953391611566,-0.0136083557828128,-0.00214648593601297,5
-0.00441399523891976,-0.0118635736044586,-0.00323748438590851,5
0.0147773865883458,0.00246643374174396,-0.0100368047310884,5
0.01397644265534,0.00095924709331817,-0.010189793510829,5
0.0146311578986478,0.00167589784369033,-0.00986621872523842,5
0.0129846404434009,0.000723478722557076,-0.0122544145624961,5
0.014075561592114,0.00162563017935226,-0.0142079813044962,5
0.0129186286279754,-0.00012010107544901,-0.00908834084307408,5
0.0141620585688489,0.000987824613188482,-0.0108393152764128,5
-0.00431247991471307,-0.0152246284028673,-0.00251256554450202,5
-0.00442346190827578,-0.0156918651713736,-0.00224210688152344,5
-0.00517311361331472,-0.0146530340826849,-0.0029476928396634,5
-0.00578472178868745,-0.0126621646018817,-0.0028379280105683,5
-0.00623159342665013,-0.0129765471914495,-0.000955162901706372,5
-0.00537613531457156,-0.0132104634560127,-0.00246877756811565,5
-0.00746095146513394,-0.0111141399873651,-0.00330098753550918,5
-0.00479183556810861,-0.0153600499460035,-0.000735535446188415,5
-0.00396876896448173,-0.0150445163354537,-0.00177510286354534,5
-0.00609014152311377,-0.0133161811326447,-0.00299625764875111,5
-0.00067787204260508,-0.0103923424971766,-0.00412092606266637,5
-0.00115964119456016,-0.0113110654112685,-0.00295259602472708,5
-0.000356453335970148,-0.0105872419760623,-0.002447171382304,5
-0.000237012105943272,-0.0113017744280312,-0.00380500775349291,5
-0.000163299284422359,-0.0126877553284122,-0.00358544391666832,5
0.000155590928476607,-0.00987331771309117,-0.00283908214085909,5
-0.000537536016612484,-0.0114879813402759,-0.00174924428191223,5
0.000920289079364838,-0.00975046573771588,-0.00401181667491847,5
-0.000308693902210677,-0.00998855375997238,-0.000682252339239244,5
-2.63103199908835e-05,-0.0125572084188298,-0.00230088508277937,5
-0.000220177900287019,-0.0126781981100887,-0.00141596870070483,5
-0.00068879289474822,-0.0131841438748422,-0.00170018011984799,5
-0.000279122272930507,-0.0124000575887433,-0.000633179859511912,5
-0.00131094879634553,-0.0142966077051968,-0.00157193789315878,5
-0.000337558283507786,-0.0118818485272808,-8.56422576608972e-05,5
-0.000398560650525758,-0.0112534629683819,-0.0020418163542186,5
0.000653191729861864,-0.0104786852800078,-0.00367577744083828,5
-0.000552366692517387,-0.013349643321131,-0.0027885320633763,5
-0.00108070796145293,-0.0138338906842224,-0.000862235098172997,5
-0.00117399093283283,-0.0131999986313888,-0.00111298212101608,5
-0.000960256346633419,-0.0131460650218687,0.00075248826584449,5
-0.000595217870602584,-0.0132642548021082,-0.000711961180461762,5
-0.000423100942538771,-0.0136270056751432,-0.00146642997867031,5
-0.000330991758746118,-0.0133566729545991,-0.00164061634873406,5
-0.000311103091636093,-0.0143416754913323,-0.00207385181719897,5
-0.00151918084701984,-0.0142594939616442,0.000337143536814632,5
-0.000629729056742394,-0.0137440078658615,-0.00143040304078111,5
0.0034512359643182,-0.00739849895408023,-0.00361002587854283,5
0.00323496580556455,-0.0082771836930898,-0.00282359739137799,5
0.00281388284999901,-0.00861845061724993,-0.00414527803732029,5
0.00271667960891831,-0.0086026671453404,-0.00299478988881519,5
0.00336628690415962,-0.0078080618036398,-0.0029950188884414,5
0.00314720299333,-0.00889405507495077,-0.00264397008821192,5
0.00347602540811285,-0.00947805460222252,-0.00268512474606886,5
0.0038438181343588,-0.00832650908447753,-0.00535034173649522,5
0.00297786936056984,-0.0085443963047723,-0.00267057904520052,5
0.0023596949334549,-0.00975044010502655,-0.00424551816999102,5
0.00343662073780128,-0.00930170312331129,-0.00360676240010258,5
0.00333405991996526,-0.00889101931799757,-0.00260007191116112,5
-0.0453578799788761,0.0474862331467006,0.00533969503037873,0
-0.0451780570931116,0.047328658657183,0.00450811607205629,0
-0.0454545087765965,0.0466666277677106,0.0047362844135668,0
-0.0451529125762065,0.0475885902613796,0.00481075882316728,0
-0.0452378549950523,0.0477530526155114,0.00369127020976243,0
-0.0461373250204266,0.0478247689619867,0.00423496616011144,0
-0.045532446056762,0.0477834138671422,0.00529011169953207,0
-0.0456914877417862,0.0479914636545851,0.00503498743085341,0
-0.0454248138185485,0.0476216509081126,0.0047727438380483,0
-0.0453292908002569,0.0473518293635172,0.00365442422636741,0
-0.0454708048933252,0.0475559472638261,0.00430400686317581,0
-0.00681604627185214,-0.0235715357093645,0.00296437753454059,6
-0.00644238630233571,-0.0232691629754509,0.00291294315056296,6
-0.00697577130079289,-0.0238166466420079,0.00248613116051226,6
-0.00669474406924207,-0.0238127318753066,0.00130221400373087,6
-0.00637576297491549,-0.0245693256530868,0.000325266906894185,6
-0.0074122799516213,-0.023881752354526,0.00193520558689273,6
-0.00618498720358336,-0.0236776527273775,0.00366544734011777,6
-0.00690864697316316,-0.0228857831216636,0.00187360560263628,6
-0.0074444355670827,-0.0242235711157212,0.00134212444384682,6
-0.00647191045996698,-0.0231659588175077,0.00234931987290058,6
-0.00750590333419129,-0.0229038167775934,0.000637587381366337,6
-0.00718557494537721,-0.02396822158579,0.0013492051575896,6
0.010490237457314,0.0140944402255687,-0.0235937462782192,4
0.0104952338436932,0.0134612578481775,-0.0234629153844125,4
0.00970924396832056,0.0136977126771653,-0.0236989926206673,4
0.0102610489015324,0.0139687270029506,-0.0229871012525383,4
0.0101680651620569,0.0134653053489084,-0.0228457894716014,4
0.0104144830499142,0.0132874224959489,-0.0239068683811539,4
0.00949468838600073,0.0130821358595006,-0.0221776689311488,4
-0.00941198642097955,-0.0216420355260004,-0.00245352952598863,6
-0.00950295872436582,-0.021120902058146,-0.000983500931068023,6
-0.00939918526424372,-0.0201620178672691,0.000883286428194717,6
-0.0101136200044451,-0.0202217874005519,-0.00251741825440398,6
-0.0103034771208565,-0.0205810347330998,-0.00252105718194702,6
-0.0100716118583391,-0.0207123964548429,-0.00321998902095023,6
-0.0102117291219178,-0.0205589281624395,-0.00126270437009259,6
-0.00993602777892085,-0.0202928072149236,-0.00227037749254961,6
-0.0099336587157316,-0.0212837739010648,-0.00140235915345541,6
-0.00964370130431706,-0.019697340909791,-0.00189846669356354,6
-0.00994144346847957,-0.0211179111874544,-0.00118557121844413,6
-0.00976206093998968,-0.0200828168354131,-0.00147239196192142,6
-0.00931944187141469,-0.0203986943539313,-0.000418177980328708,6
-0.00977328869522481,-0.0207378765214908,-0.000758251069872588,6
-0.00954142999914066,-0.0207893466058031,-0.000722244101397872,6
-0.00925039950944787,-0.020606882416795,-0.00134666671037119,6
-0.0100839769687066,-0.0204012173185632,-0.00211779338045094,6
-0.00877624218890416,-0.0210104455697743,-0.00394587702035777,6
-0.00935956129055316,-0.0211301510793535,-0.00279093574635381,6
-0.00973657601944386,-0.0204005107937713,-0.00127906074246501,6
-0.0126294997080842,-0.0181525187728458,-0.00393296985952527,6
-0.0125786300312562,-0.0179360499126597,-0.00351850917630701,6
-0.0125672207428682,-0.0185435591516692,-0.00398403922064696,6
-0.0124529408581403,-0.0156421231110297,-0.00198732082493836,6
-0.0116214290177359,-0.0183461651689208,-0.00537708676251554,6
-0.0127573424335357,-0.0168021296713984,-0.00297223052315551,6
-0.0122027448770687,-0.0158223998119899,-0.00185638400063313,6
-0.0136204224245567,-0.0170453210576827,-0.00314669570232394,6
-0.0115452236956109,-0.0167738313717261,-0.00215253024111504,6
-0.0121671376332142,-0.0147846548835183,-0.00378466985533504,6
-0.0129716380422267,-0.018582058520838,-0.00405981728971787,6
-0.0140077226625152,-0.0130012401002932,-0.00162257379455035,6
-0.0128871282419012,-0.0173666948320378,-0.0018933346132507,6
-0.0144708307604062,-0.0128512132525285,-0.00178748686950613,6
-0.0140807152951445,-0.0116621272033853,-0.00257468230100772,6
-0.0121338693941699,-0.0170898689636134,-0.00346956329840465,6
-0.0114049921522294,-0.0165243042015575,-0.00206203913914794,6
-0.0162010785710248,-0.0107874259384179,-0.00125147421051611,6
-0.0118354371730924,-0.0173564886393341,-0.00402532553510811,6
-0.0115158102282833,-0.0179431304429762,-0.00196689939503169,6
-0.0117775284746325,-0.017613394664755,-0.00350430944803362,6
0.0139416844774024,0.0144370654534343,-0.0259740523454141,4
0.0135497967070882,0.0147640765184984,-0.0251069843781745,4
0.014195944020877,0.0147057996188004,-0.0255123469035731,4
0.0141345193813108,0.0143770655386445,-0.0246606140232477,4
-0.00874180245236328,-0.0248859611837519,0.000762733273059397,6
-0.0095075200729195,-0.0247326776134417,-0.00101143763689956,6
-0.00947995694992023,-0.0258139726586426,-0.0036032951526324,6
-0.00946054138215432,-0.0245508352683063,6.73080905254116e-05,6
-0.0107015747369928,-0.0180911881801518,-0.00205283419712728,6
-0.0114454535935621,-0.0180888950149203,-0.00172771320700746,6
-0.0124385677178837,-0.0146106591419059,-0.00214548941525438,6
-0.0118067888702171,-0.01745490413435,-0.00307526991750459,6
-0.0118833562412295,-0.01549262318329,-0.0010317459879408,6
-0.0112577433516047,-0.0175426449530205,-0.00182497716284832,6
-0.0108735484035864,-0.0182101398401306,-0.00164584260978363,6
-0.0115892606500187,-0.0182042069883172,-0.00355442237778794,6
-0.0113594914370563,-0.0181128713788616,-0.00258929283032377,6
-0.0120315494922168,-0.0177274045898722,-0.00103135646135935,6
-0.0119029147587323,-0.0180372102222572,-0.00246469413412761,6
0.0315588699588016,0.015568490884927,0.0874654059275318,1
0.0238877498076998,0.0160477274480108,-0.0276953139223868,3
0.023108711029579,0.0158308945804192,-0.0274561439735859,3
0.0244170610598114,0.0176361792929583,-0.0279651492122225,3
0.0252438248003724,0.0167720585356624,-0.0294123633926549,3
-0.0114806546086506,-0.0169281234775349,-0.00302757175115972,6
-0.0108519539996219,-0.0178972278451803,-0.00347237087218709,6
-0.0113549134994869,-0.0181099459978918,-0.0031878717619049,6
-0.0112665451885119,-0.0179780894757131,-0.00161119820784987,6
-0.0120693516688759,-0.0187804585485582,-0.00193352323341493,6
-0.01145981818753,-0.017042514000397,-0.00417038946144908,6
-0.0112053002924801,-0.0174165095050651,-0.00259620167844899,6
-0.0123816191227671,-0.0152264922748684,-0.00135619484480613,6
-0.0117848740554895,-0.0164989978801696,-0.000900696758738024,6
0.0316358619711316,0.0212745557306721,-0.0269476506419191,3
0.0317784694337118,0.0217487043711883,-0.0254348338165875,3
0.0307069975033878,0.0205899656198191,-0.0261394383669631,3
0.0311020013161365,0.0213313059165595,-0.0268166705581544,3
0.0319380641296258,0.0210223308073418,-0.0268035049789325,3
0.0313467170491272,0.0210067769373671,-0.0282989229380527,3
0.032463491137185,0.0224293845264668,-0.0278694199297638,3
0.0312621467845253,0.0206721465364349,-0.0261327038719792,3
0.0317232030623472,0.0216277362085094,-0.0272745261952714,3
0.0314393396831952,0.021554615909528,-0.0250699963476927,3
0.0317339469834313,0.0209526417879726,-0.0248114331861745,3
0.0321553187082634,0.0211402865768222,-0.0266686385123243,3
0.0313822157408762,0.0210389355577419,-0.0261231500161401,3
0.0318326325546858,0.0214953687739089,-0.0311810656221894,3
0.0315542488205827,0.0219960896586164,-0.029124138625838,3
0.0314592495843304,0.0217653130201466,-0.0308080090625236,3
0.0301220630169366,0.0222539046612616,-0.030293550627046,3
0.0316843849128246,0.0210502254429941,-0.0279630096859949,3
0.0316114788204578,0.0208701585433775,-0.0310871611858159,3
0.0134181880066141,0.0142813977207334,-0.0249551185575618,4
0.0314874392764889,0.0212422280474671,-0.0269752252449433,3
-0.00610489652393066,-0.0223261330005949,0.0048315304867338,6
-0.00592937385002867,-0.0235873888759321,0.00522812662461792,6
-0.00625871188008183,-0.0233881709767691,0.00550864629953518,6
-0.00604105460626589,-0.0235148140127007,0.00595694979975075,6
-0.0054293134066645,-0.0237547325953101,0.00394560091335041,6
-0.0060311971404693,-0.0239178500746867,0.000937061049093182,6
-0.00660546543019343,-0.0237083447702605,0.00333583803268317,6
0.0306174696273075,0.0212852439186571,-0.0311913671344113,3
0.0316129796205024,0.0218242693839269,-0.02780897420951,3
0.0308160760691297,0.0213040197314562,-0.03024923632899,3
0.0318689191022666,0.0221410891636956,-0.0315779526503563,3
0.031099602511368,0.0217049403603574,-0.0314839795409602,3
0.0313285006255748,0.0213316378251082,-0.0276695190929432,3
0.0321186697254007,0.0144693781574007,0.093806824449552,1
0.0321155814773619,0.0152204204434693,0.0965455184963227,1
0.0329474596361447,0.0161593019705767,0.0934604136260926,1
0.0327042099863671,0.0155036834628761,0.0971243399735388,1
0.0312834642960748,0.0143909486978088,0.0846010411992123,1
0.0310112118673709,0.0152669905661759,0.0858401991737055,1
0.0284678052513555,0.0145118700847202,0.0833701734348469,1
0.0281007789622028,0.0116888130958315,0.07844988412478,1
0.0293480273674193,0.0135509917044109,0.0821680696613861,1
0.024814455583702,0.0119847372863505,0.0742052536485086,1
0.0298140076335038,0.0135617345014911,0.0827617996500695,1
0.0299432480282158,0.0142696880387742,0.0866447519106309,1
